genres,movie_id,original_title,plot,cast
"['Horror', 'Mystery', 'Thriller']",241257,Regression,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.","['Ethan Hawke', 'Emma Watson', 'David Thewlis']"
"['Drama', 'Adventure', 'Science Fiction']",286217,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.","['Matt Damon', 'Jessica Chastain', 'Kristen Wiig']"
"['Adventure', 'Drama', 'Thriller']",285783,The Walk,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,"['Joseph Gordon-Levitt', 'Ben Kingsley', 'Charlotte Le Bon']"
"['Comedy', 'Horror']",362105,R.L. Stine's Monsterville: The Cabinet of Souls,Teenage friends must resist the spell of an evil showman staging a house of horrors show in their small town.,"['Dove Cameron', 'Katherine McNamara', 'Ryan McCartan']"
['Science Fiction'],360188,Queen Crab,"A meteor crashes into a quiet lake in the remote countryside and awakens a centuries-old beast, who tears through a nearby town and its inhabitants, who must fight for their lives and stop this Queen Crab before she can hatch an army of babies.","['Michelle Simone Miller', 'Kathryn Metz', 'A.J. DeLucia']"
"['Music', 'Comedy', 'Drama']",361398,Theresa Is a Mother,"Singer/songwriter and single mother Theresa McDermott has finally hit the end of the line in NYC. Unable to make ends meet, she is forced to pack up her life and her 3 girls and move back to the small town and parents she ran from a decade ago. Teresa needs a job, her parents need their space and a family tragedy that was never dealt with from years past needs closure. Old wounds, unattainable dreams and a few other things expose themselves as a fractured family works to become whole and a single mom, a responsible mother.","['Edie McClurg', 'C. Fraser Press', 'Richard Poe']"
"['Adventure', 'Family', 'Fantasy']",266647,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.","['Levi Miller', 'Garrett Hedlund', 'Hugh Jackman']"
['Comedy'],257211,The Intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.","['Robert De Niro', 'Anne Hathaway', 'Rene Russo']"
"['Animation', 'Comedy', 'Family']",159824,Hotel Transylvania 2,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.","['Adam Sandler', 'Andy Samberg', 'Selena Gomez']"
['Drama'],273899,Stonewall,"Stonewall is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.","['Jeremy Irvine', 'Jonny Beauchamp', 'Jonathan Rhys Meyers']"
"['Action', 'Crime', 'Drama']",273481,Sicario,"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.","['Emily Blunt', 'Benicio del Toro', 'Josh Brolin']"
"['Crime', 'Drama', 'Thriller']",331190,Captive,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.","['Kate Mara', 'David Oyelowo', 'Michael Kenneth Williams']"
"['Comedy', 'Drama']",385636,Julija in Alfa Romeo,"Tilen (18), an attractive high school student, swears to be faithful forever in the hope that his girlfriend will let him sleep with her. Suddenly, a sequence of tragic events turns his world upside down. He starts to believe he is under a spell which could put his life in jeopardy, which prevents him from having a relationship with Sara (18), his one true love. He finally succeeds to get his life back on the right track with the help of his best friend Zeljko, a mysterious fortune-teller, and the power of love.","['Dario Nožić Serini', 'Jan Gerl Korenc', 'Špela Colja']"
"['Western', 'Drama']",354110,Forsaken,"John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer.","['Demi Moore', 'Kiefer Sutherland', 'Donald Sutherland']"
"['Mystery', 'Drama', 'Horror']",330770,Évolution,11-year-old Nicolas lives with his mother in a seaside housing estate. The only place that ever sees any activity is the hospital. It is there that all the boys from the village are forced to undergo strange medical trials that attempt to disrupt the phases of evolution.,"['Max Brebant', 'Roxane Duran', 'Julie-Marie Parmentier']"
"['Comedy', 'Drama']",10317,Our Brand Is Crisis,"A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America.","['Sandra Bullock', 'Anthony Mackie', 'Billy Bob Thornton']"
"['Drama', 'Thriller', 'Science Fiction']",331592,Listening,"For years, we have tried to harness the power of the human mind… and failed. Now, one breakthrough will change everything. Beyond technology. Beyond humanity. Beyond control. David, Ryan, and Jordan hope the telepathy invention will solve all their problems, but the bleeding-edge technology opens a Pandora’s box of new dangers, as the team discovers that when they open their minds, there is nowhere to hide their thoughts.","['Thomas Stroppel', 'Artie Ahr', 'Amber Marie Bollinger']"
['Drama'],343795,90 Minutes in Heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.","['Kate Bosworth', 'Hayden Christensen', 'Hudson Meek']"
"['Adventure', 'Drama']",253412,Everest,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.","['Jason Clarke', 'Jake Gyllenhaal', 'Josh Brolin']"
"['Horror', 'Thriller']",298312,The Visit,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.","['Olivia DeJonge', 'Ed Oxenbould', 'Kathryn Hahn']"
['Action'],294254,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.","[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster']"
"['Crime', 'Thriller']",276907,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.","['Tom Hardy', 'Emily Browning', 'Christopher Eccleston']"
"['Crime', 'Drama']",261023,Black Mass,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.","['Johnny Depp', 'Joel Edgerton', 'Benedict Cumberbatch']"
['Documentary'],370662,Time to Choose,"Academy Award® winning director Charles Ferguson's new film investigates global climate change villains and heroes, and reveals practical solutions to act on.","['Oscar Isaac', 'Jane Goodall', 'Jerry Brown']"
"['Action', 'Drama']",354624,Heroes of Dirt,"Passionate BMX dirt jumper, Phin Cooper, wants nothing in life but to attain fame in his sport. After missing a competition when he lands in jail for unpaid citations, he is court-ordered for community service and reluctantly mentors one of the toughest boys, Blue Espinosa. As Phin leads the troubled teen on exciting adventures of riding dirt trails, big jumps and cityscapes, Blue becomes more than an obligation - an unlikely friend whose secret world of drug trafficking threatens Phin's ultimate dream. Featuring some of the best stunts in dirt jumping by legendary pros and hardcore locals, Heroes of Dirt is more than adrenaline rush. It embarks on an unforgettable journey into real significance, and the price it takes to get there.","['Joel Moody', 'William Martinez', 'Vivienne VanHorn']"
"['Thriller', 'Action', 'Crime']",287948,The Transporter Refueled,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.","['Ed Skrein', 'Ray Stevenson', 'Loan Chabanol']"
